place,ID,year,police_perc,BIPOC,Region,Population,total_exp,all_crimjustice_perc,corr_perc
Dakota County,27037,2006,0.074025541,0.146350168,Twin Cities suburbs,391613,246810827,0.140342356,0.066316815
Dodge County,27039,2006,0.199541871,0.056117611,Greater Minnesota,19769,16191519,0.216580483,0.017038611
Douglas County,27041,2006,0.105923885,0.024619016,Greater Minnesota,35477,29160524,0.220619801,0.114695916
Faribault County,27043,2006,0.166936058,0.061887539,Greater Minnesota,15309,10351712,0.194013609,0.02707755
Fillmore County,27045,2006,0.097843883,0.019781004,Greater Minnesota,21241,14890241,0.175867066,0.078023183
Freeborn County,27047,2006,0.088768349,0.09919814,Greater Minnesota,31683,25898713,0.179103765,0.090335416
Goodhue County,27049,2006,0.134436,0.056611591,Greater Minnesota,46086,35090333,0.269060057,0.134624057
Grant County,27051,2006,0.096217198,0.026113138,Greater Minnesota,6067,8770958,0.105787418,0.00957022
Hennepin County,27053,2006,0.074141175,0.253881729,Core counties,1152508,937263203,0.194879982,0.120738807
Houston County,27055,2006,0.13658011,0.024894797,Greater Minnesota,19869,16107338,0.151487788,0.014907677
Hubbard County,27057,2006,0.067542187,0.054706524,Greater Minnesota,18925,22285790,0.153179089,0.085636901
Isanti County,27059,2006,0.17998568,0.041037101,Greater Minnesota,38436,25756588,0.205296369,0.025310689
Itasca County,27061,2006,0.071383666,0.064086561,Greater Minnesota,44347,51936405,0.145864524,0.074480858
Jackson County,27063,2006,0.044426323,0.048250591,Greater Minnesota,11132,11238855,0.111978934,0.067552611
Kanabec County,27065,2006,0.073336889,0.036885072,Greater Minnesota,16279,16693686,0.174193165,0.100856276
Kandiyohi County,27067,2006,0.099289151,0.127880384,Greater Minnesota,41689,46438548,0.22212148,0.122832329
Kittson County,27069,2006,0.083720214,0.026376687,Greater Minnesota,4723,6245684,0.119134269,0.035414056
Koochiching County,27071,2006,0.088115117,0.053040753,Greater Minnesota,13619,17005788,0.107294705,0.019179588
Lac qui Parle County,27073,2006,0.09252686,0.023159309,Greater Minnesota,7499,7292142,0.097453944,0.004927085
Lake County,27075,2006,0.092554233,0.026231269,Greater Minnesota,11100,17765249,0.146897857,0.054343623
Lake of the Woods County,27077,2006,0.069780781,0.040176301,Greater Minnesota,4360,7564719,0.118667197,0.048886416
Le Sueur County,27079,2006,0.130336101,0.06448424,Greater Minnesota,27896,19077692,0.142862774,0.012526673
Lincoln County,27081,2006,0.11250665,0.021181102,Greater Minnesota,6022,6699684,0.117494945,0.004988295
Lyon County,27083,2006,0.187733735,0.10755247,Greater Minnesota,24999,13854649,0.210353146,0.022619411
Mahnomen County,27087,2006,0.184969984,0.450306338,Greater Minnesota,5068,8532060,0.198058851,0.013088867
Marshall County,27089,2006,0.127495341,0.046909402,Greater Minnesota,9955,10903167,0.135678377,0.008183035
Martin County,27091,2006,0.173540354,0.043800858,Greater Minnesota,20864,17662330,0.173540354,0
McLeod County,27085,2006,0.124197481,0.063833625,Greater Minnesota,37042,25804694,0.203383152,0.079185671
Meeker County,27093,2006,0.150902555,0.040495296,Greater Minnesota,23418,19676804,0.150902555,0
Mille Lacs County,27095,2006,0.095838625,0.085946338,Greater Minnesota,26057,22008569,0.255331139,0.159492514
Morrison County,27097,2006,0.080608138,0.026302296,Greater Minnesota,32997,27842896,0.159287022,0.078678885
Mower County,27099,2006,0.11455237,0.122977745,Greater Minnesota,38853,25488220,0.198503309,0.083950939
Murray County,27101,2006,0.129931716,0.037694806,Greater Minnesota,8777,8286568,0.147273998,0.017342282
Nicollet County,27103,2006,0.093769803,0.069375523,Greater Minnesota,31934,20467698,0.148339545,0.054569742
Nobles County,27105,2006,0.082768693,0.265952939,Greater Minnesota,20495,16157474,0.175667063,0.09289837
Norman County,27107,2006,0.082695224,0.075017473,Greater Minnesota,6936,8045773,0.107521179,0.024825955
Olmsted County,27109,2006,0.079470842,0.143439579,Greater Minnesota,138221,122612694,0.205808446,0.126337604
Otter Tail County,27111,2006,0.094345296,0.046179739,Greater Minnesota,58552,46094275,0.168307409,0.073962114
Pennington County,27113,2006,0.101807268,0.060185366,Greater Minnesota,13668,12005803,0.228015152,0.126207885
Pine County,27115,2006,0.151492897,0.08455621,Greater Minnesota,28355,22826760,0.25484449,0.103351593
Pipestone County,27117,2006,0.099897808,0.059200185,Greater Minnesota,9435,10243428,0.13836618,0.038468372
Polk County,27119,2006,0.070028473,0.089202398,Greater Minnesota,31115,33357146,0.126307568,0.056279095
Pope County,27121,2006,0.099268808,0.020631599,Greater Minnesota,11211,11103246,0.127862519,0.02859371
Ramsey County,27123,2006,0.083862032,0.297627933,Core counties,515059,460723073,0.200121883,0.116259851
Red Lake County,27125,2006,0.133690396,0.042233883,Greater Minnesota,4195,5139711,0.157220124,0.023529728
Redwood County,27127,2006,0.132973771,0.094748554,Greater Minnesota,16005,15326609,0.146076213,0.013102442
Renville County,27129,2006,0.0565985,0.077527258,Greater Minnesota,16613,19014267,0.089703747,0.033105247
Rice County,27131,2006,0.100806592,0.127751493,Greater Minnesota,62323,31327366,0.220900825,0.120094233
Rock County,27133,2006,0.171196012,0.041121638,Greater Minnesota,9540,8988533,0.187635179,0.016439168
Roseau County,27135,2006,0.085038241,0.053274268,Greater Minnesota,16361,15096467,0.118485868,0.033447627
Scott County,27139,2006,0.067395321,0.123111367,Twin Cities suburbs,119646,67188596,0.152071462,0.084676141
Sherburne County,27141,2006,0.109889251,0.059588851,Greater Minnesota,85025,49874414,0.230980599,0.121091348
Sibley County,27143,2006,0.125868792,0.081357505,Greater Minnesota,15309,14929642,0.137530759,0.011661968
St. Louis County,27137,2006,0,0.068687606,Greater Minnesota,0,0,0,0
Stearns County,27145,2006,0.090607662,0.075899589,Greater Minnesota,144443,85560192,0.242671721,0.152064058
Steele County,27147,2006,0.096601263,0.093053846,Greater Minnesota,36163,26578079,0.250977507,0.154376244
Stevens County,27149,2006,0.102190561,0.065993964,Greater Minnesota,9736,9841408,0.108780674,0.006590114
Swift County,27151,2006,0.073093057,0.072485385,Greater Minnesota,11481,12612087,0.122261843,0.049168785
Todd County,27153,2006,0.103374481,0.057896,Greater Minnesota,24469,19342143,0.140054543,0.036680062
Traverse County,27155,2006,0.100377475,0.057650985,Greater Minnesota,3792,6523615,0.141102288,0.040724813
Wabasha County,27157,2006,0.101904851,0.038567277,Greater Minnesota,22445,16016372,0.209429701,0.10752485
Wadena County,27159,2006,0.107312381,0.036062589,Greater Minnesota,13615,14374539,0.112182102,0.004869721
Waseca County,27161,2006,0.131734473,0.084520806,Greater Minnesota,19605,16444625,0.132746475,0.001012002
Washington County,27163,2006,0.177285494,0.115553809,Twin Cities suburbs,228103,126001950,0.247905552,0.070620058
Watonwan County,27165,2006,0.081790469,0.206330981,Greater Minnesota,11480,12908619,0.131014867,0.049224398
Wilkin County,27167,2006,0.088918168,0.038394539,Greater Minnesota,6757,10344039,0.128046114,0.039127946
Winona County,27169,2006,0.101068887,0.062068203,Greater Minnesota,49903,28698446,0.185530603,0.084461716
Wright County,27171,2006,0.189328325,0.049178093,Greater Minnesota,114806,60232250,0.262828169,0.073499844
Yellow Medicine County,27173,2006,0.070696004,0.067709964,Greater Minnesota,10505,11331673,0.165269683,0.094573679
Aitkin County,27001,2005,0.067062553,0.044516346,Greater Minnesota,16142,22185839,0.168588666,0.101526113
Anoka County,27003,2005,0.097490695,0.109984874,Twin Cities suburbs,322722,237733294,0.182224249,0.084733554
Becker County,27005,2005,0.084836639,0.11600916,Greater Minnesota,32035,34945373,0.15741692,0.072580281
Beltrami County,27007,2005,0.054550666,0.246612513,Greater Minnesota,42683,48880613,0.114876424,0.060325757
Benton County,27009,2005,0.098743719,0.053964547,Greater Minnesota,38396,26443768,0.202349869,0.10360615
Big Stone County,27011,2005,0.102624046,0.019969442,Greater Minnesota,5554,8015714,0.102624046,0
Blue Earth County,27013,2005,0.059137928,0.073572582,Greater Minnesota,58548,46848361,0.132895855,0.073757927
Brown County,27015,2005,0.11637171,0.039210687,Greater Minnesota,26665,24043842,0.162942428,0.046570719
Carlton County,27017,2005,0.074951708,0.09913831,Greater Minnesota,33984,39104112,0.139383475,0.064431766
Carver County,27019,2005,0.193646261,0.074754017,Twin Cities suburbs,83927,65600967,0.209922744,0.016276483
Cass County,27021,2005,0.140764464,0.142715697,Greater Minnesota,28701,38899008,0.154714408,0.013949944
Chippewa County,27023,2005,0.061446489,0.063596342,Greater Minnesota,12735,14390277,0.101910894,0.040464405
Chisago County,27025,2005,0.121332022,0.044440204,Greater Minnesota,49351,51357489,0.136478421,0.015146399
Clay County,27027,2005,0.084944216,0.085216434,Greater Minnesota,53943,38385945,0.165432217,0.080488002
Clearwater County,27029,2005,0.072207011,0.12096492,Greater Minnesota,8455,13651403,0.128125439,0.055918428
Cook County,27031,2005,0.097082533,0.116679417,Greater Minnesota,5343,14544738,0.125140721,0.028058188
Cottonwood County,27033,2005,0.05708635,0.080732492,Greater Minnesota,11843,14259556,0.112424538,0.055338189
Crow Wing County,27035,2005,0.090070674,0.033952279,Greater Minnesota,60217,54336032,0.163883369,0.073812696
Dakota County,27037,2005,0.059012875,0.13865867,Twin Cities suburbs,387345,279213173,0.11614125,0.057128376
Dodge County,27039,2005,0.169909052,0.053880274,Greater Minnesota,19562,17185494,0.186074605,0.016165552
Douglas County,27041,2005,0.071862425,0.023588067,Greater Minnesota,35034,34383087,0.158702039,0.086839614
Faribault County,27043,2005,0.115975829,0.059596763,Greater Minnesota,15464,13514842,0.135257001,0.019281173
Fillmore County,27045,2005,0.088924214,0.01884348,Greater Minnesota,21300,15769282,0.157715551,0.068791337
Freeborn County,27047,2005,0.059037424,0.095570224,Greater Minnesota,31840,31993266,0.139176538,0.080139114
Goodhue County,27049,2005,0.180789807,0.053680281,Greater Minnesota,45883,42326717,0.20175165,0.020961843
Grant County,27051,2005,0.090697471,0.024914603,Greater Minnesota,6125,9465523,0.102290386,0.011592915
Hennepin County,27053,2005,0.0680833,0.246684873,Core counties,1148273,921859521,0.164125883,0.096042583
Houston County,27055,2005,0.098260167,0.023957619,Greater Minnesota,19907,19150629,0.110333974,0.012073807
Hubbard County,27057,2005,0.066078693,0.052400191,Greater Minnesota,18891,22908867,0.124399561,0.058320868
Isanti County,27059,2005,0.159237095,0.039013216,Greater Minnesota,37474,28040288,0.179144059,0.019906964
Itasca County,27061,2005,0.054328431,0.06286931,Greater Minnesota,44295,61229488,0.115150301,0.060821871
Jackson County,27063,2005,0.045867466,0.046554229,Greater Minnesota,11173,10954235,0.113449273,0.067581807
Kanabec County,27065,2005,0.056397398,0.036361282,Greater Minnesota,16167,17672411,0.145506745,0.089109347
Kandiyohi County,27067,2005,0.081829207,0.122710634,Greater Minnesota,41544,53467364,0.188792326,0.106963119
Kittson County,27069,2005,0.077024953,0.026490191,Greater Minnesota,4790,9229204,0.099397521,0.022372569
Koochiching County,27071,2005,0.090309614,0.051294555,Greater Minnesota,13726,19582998,0.107592464,0.017282849
Lac qui Parle County,27073,2005,0.062368604,0.021406776,Greater Minnesota,7627,8940043,0.072737681,0.010369078
Lake County,27075,2005,0.080598975,0.025702763,Greater Minnesota,11165,19330891,0.131995054,0.051396079
Lake of the Woods County,27077,2005,0.070726153,0.038971921,Greater Minnesota,4386,10135996,0.07386319,0.003137038
Le Sueur County,27079,2005,0.05970861,0.062448422,Greater Minnesota,27675,24993816,0.106810061,0.047101451
Lincoln County,27081,2005,0.07732123,0.020243338,Greater Minnesota,6101,9618070,0.079983614,0.002662384
Lyon County,27083,2005,0.130467626,0.103307819,Greater Minnesota,25019,18014147,0.150126453,0.019658827
Mahnomen County,27087,2005,0.162726585,0.43749035,Greater Minnesota,5074,9477849,0.172495046,0.009768461
Marshall County,27089,2005,0.098866502,0.045738141,Greater Minnesota,9976,13192345,0.105175615,0.006309113
Martin County,27091,2005,0.09520447,0.041867195,Greater Minnesota,20971,14936536,0.165421019,0.070216548
McLeod County,27085,2005,0.148757453,0.061743411,Greater Minnesota,36620,29740883,0.160341978,0.011584525
Meeker County,27093,2005,0.144384758,0.039170622,Greater Minnesota,23343,19680159,0.144384758,0
Mille Lacs County,27095,2005,0.073272379,0.083340116,Greater Minnesota,25538,24579849,0.205308096,0.132035718
Morrison County,27097,2005,0.056248951,0.025166562,Greater Minnesota,32910,35297245,0.117489651,0.0612407
Mower County,27099,2005,0.078781701,0.114220611,Greater Minnesota,38919,28817060,0.15244206,0.07366036
Murray County,27101,2005,0.080012716,0.035685843,Greater Minnesota,8885,10887307,0.102361952,0.022349237
Nicollet County,27103,2005,0.072569247,0.065460199,Greater Minnesota,31541,24728960,0.107418953,0.034849707
Nobles County,27105,2005,0.055462233,0.250429293,Greater Minnesota,20519,24466487,0.113171744,0.057709511
Norman County,27107,2005,0.067384589,0.073376337,Greater Minnesota,7032,9232660,0.08787825,0.020493661
Olmsted County,27109,2005,0.060676936,0.137877755,Greater Minnesota,136252,130234806,0.170720936,0.110044
Otter Tail County,27111,2005,0.072207971,0.044378951,Greater Minnesota,58605,51684682,0.134283171,0.062075201
Pennington County,27113,2005,0.085336223,0.056154178,Greater Minnesota,13614,12702273,0.193525993,0.10818977
Pine County,27115,2005,0.110085159,0.081947363,Greater Minnesota,28213,30469920,0.18113405,0.07104889
Pipestone County,27117,2005,0.076895764,0.055346626,Greater Minnesota,9512,14549449,0.10269413,0.025798365
Polk County,27119,2005,0.057339018,0.086953947,Greater Minnesota,31104,40679734,0.097875738,0.04053672
Pope County,27121,2005,0.082257857,0.019536657,Greater Minnesota,11216,13564224,0.10257262,0.020314763
Ramsey County,27123,2005,0.070916042,0.289242568,Core counties,515235,493252348,0.178099655,0.107183613
Red Lake County,27125,2005,0.101978744,0.03976961,Greater Minnesota,4247,6604190,0.118507796,0.016529052
Redwood County,27127,2005,0.123602399,0.088234559,Greater Minnesota,16125,19024291,0.13830928,0.014706882
Renville County,27129,2005,0.065787985,0.074992353,Greater Minnesota,16726,23500127,0.071535656,0.005747671
Rice County,27131,2005,0.083191175,0.122365928,Greater Minnesota,61450,38837076,0.176806925,0.09361575
Rock County,27133,2005,0.119152512,0.039840161,Greater Minnesota,9565,13202080,0.122764519,0.003612007
Roseau County,27135,2005,0.079728994,0.051668655,Greater Minnesota,16332,14778112,0.106830764,0.027101771
Scott County,27139,2005,0.045854823,0.115190853,Twin Cities suburbs,116135,84649721,0.114174458,0.068319635
Sherburne County,27141,2005,0.083015199,0.056079077,Greater Minnesota,82028,56409056,0.173891033,0.090875834
Sibley County,27143,2005,0.099649808,0.078857659,Greater Minnesota,15315,17403857,0.109675171,0.010025364
St. Louis County,27137,2005,0,0.066560066,Greater Minnesota,0,0,0,0
Stearns County,27145,2005,0.071877751,0.071262213,Greater Minnesota,142642,92804657,0.199077779,0.127200028
Steele County,27147,2005,0.081214337,0.088758253,Greater Minnesota,35665,31722207,0.204973034,0.123758697
Stevens County,27149,2005,0.09185088,0.062057539,Greater Minnesota,9805,9983029,0.098194145,0.006343265
Swift County,27151,2005,0.088170417,0.07752281,Greater Minnesota,11540,15041950,0.094552103,0.006381686
Todd County,27153,2005,0.06577492,0.053862268,Greater Minnesota,24563,25068704,0.096400955,0.030626035
Traverse County,27155,2005,0.06814486,0.055621911,Greater Minnesota,3829,8639874,0.092603897,0.024459037
Wabasha County,27157,2005,0.079147219,0.037090809,Greater Minnesota,22339,18614918,0.167498347,0.088351128
Wadena County,27159,2005,0.087290158,0.034585569,Greater Minnesota,13608,15157734,0.091908263,0.004618105
Waseca County,27161,2005,0.117548054,0.081769319,Greater Minnesota,19528,16718218,0.118634115,0.001086061
Washington County,27163,2005,0.140801996,0.108722127,Twin Cities suburbs,222769,144837570,0.195166731,0.054364734
Watonwan County,27165,2005,0.072731297,0.200403245,Greater Minnesota,11525,14262072,0.113226746,0.040495448
Wilkin County,27167,2005,0.063111294,0.037272371,Greater Minnesota,6797,12162419,0.07087299,0.007761696
Winona County,27169,2005,0.072796956,0.059935967,Greater Minnesota,49865,35693127,0.140481163,0.067684207
Wright County,27171,2005,0.153084744,0.045606538,Greater Minnesota,110770,70787916,0.212219244,0.0591345
Yellow Medicine County,27173,2005,0.051869748,0.064111493,Greater Minnesota,10581,14579134,0.121101157,0.06923141
Aitkin County,27001,2004,0.086430543,0.043494915,Greater Minnesota,16085,17749605,0.205441304,0.119010761
Anoka County,27003,2004,0.12373762,0.102412021,Twin Cities suburbs,316830,197627075,0.223310662,0.099573042
Becker County,27005,2004,0.092572262,0.114813994,Greater Minnesota,31813,27635600,0.177998741,0.085426479
Beltrami County,27007,2004,0.057789236,0.244740199,Greater Minnesota,42271,42582653,0.120682335,0.062893099
Benton County,27009,2004,0.117332139,0.051691476,Greater Minnesota,38018,20845465,0.254355899,0.13702376
Big Stone County,27011,2004,0.123098709,0.019446344,Greater Minnesota,5603,6302495,0.126040877,0.002942168
Blue Earth County,27013,2004,0.070785218,0.070731289,Greater Minnesota,58118,35636268,0.160463576,0.089678358
Brown County,27015,2004,0.128335811,0.037544462,Greater Minnesota,26905,20003980,0.181486284,0.053150473
Carlton County,27017,2004,0.097085465,0.096765102,Greater Minnesota,33748,29074383,0.172248505,0.07516304
Carver County,27019,2004,0.208136744,0.071018939,Twin Cities suburbs,81618,53668837,0.228371746,0.020235002
Cass County,27021,2004,0.171390971,0.141966296,Greater Minnesota,28453,29370112,0.177239365,0.005848394
Chippewa County,27023,2004,0.085449114,0.059098345,Greater Minnesota,12694,10405971,0.144700384,0.05925127
Chisago County,27025,2004,0.17628129,0.042661479,Greater Minnesota,48424,33891969,0.193204237,0.016922947
Clay County,27027,2004,0.09243398,0.083394994,Greater Minnesota,52994,32506920,0.184399137,0.091965157
Clearwater County,27029,2004,0.08917622,0.118521906,Greater Minnesota,8456,10967823,0.151710873,0.062534653
Cook County,27031,2004,0.126154587,0.114976661,Greater Minnesota,5316,9828735,0.161018788,0.034864202
Cottonwood County,27033,2004,0.117282639,0.075402135,Greater Minnesota,11935,10702735,0.130521404,0.013238766
Crow Wing County,27035,2004,0.113534551,0.032675535,Greater Minnesota,59395,41939198,0.190912974,0.077378423
Dakota County,27037,2004,0.074779518,0.130967171,Twin Cities suburbs,383076,215723481,0.14302348,0.068243962
Dodge County,27039,2004,0.214198455,0.051642936,Greater Minnesota,19355,13427926,0.228306814,0.014108359
Douglas County,27041,2004,0.091578671,0.022557118,Greater Minnesota,34590,27189235,0.1947911,0.103212429
Faribault County,27043,2004,0.151126097,0.057305987,Greater Minnesota,15618,10197213,0.171207957,0.02008186
Fillmore County,27045,2004,0.096756866,0.017905955,Greater Minnesota,21359,13227485,0.176542782,0.079785915
Freeborn County,27047,2004,0.09595667,0.091942307,Greater Minnesota,31997,24702066,0.180612747,0.084656077
Goodhue County,27049,2004,0.232927858,0.05074897,Greater Minnesota,45679,32923198,0.25962083,0.026692972
Grant County,27051,2004,0.099479357,0.023716067,Greater Minnesota,6182,7567761,0.11445816,0.014978803
Hennepin County,27053,2004,0.045309659,0.239488016,Core counties,1144037,866021057,0.167814615,0.122504955
Houston County,27055,2004,0.131197055,0.023020441,Greater Minnesota,19945,12733205,0.149456402,0.018259346
Hubbard County,27057,2004,0.085051259,0.050093858,Greater Minnesota,18856,17606265,0.146832562,0.061781303
Isanti County,27059,2004,0.18304915,0.036989331,Greater Minnesota,36512,23894200,0.204660503,0.021611353
Itasca County,27061,2004,0.078679403,0.061652058,Greater Minnesota,44242,47257171,0.150784142,0.072104739
Jackson County,27063,2004,0.042772169,0.044857867,Greater Minnesota,11214,10796109,0.110030475,0.067258306
Kanabec County,27065,2004,0.077585728,0.035837492,Greater Minnesota,16054,12909449,0.19599326,0.118407532
Kandiyohi County,27067,2004,0.093513689,0.117540883,Greater Minnesota,41398,39645907,0.2370197,0.143506012
Kittson County,27069,2004,0.0854438,0.026603695,Greater Minnesota,4856,6437834,0.113805047,0.028361247
Koochiching County,27071,2004,0.100452374,0.049548357,Greater Minnesota,13832,15268330,0.11202011,0.011567735
Lac qui Parle County,27073,2004,0.074931134,0.019654242,Greater Minnesota,7754,7513886,0.078319927,0.003388792
Lake County,27075,2004,0.093618795,0.025174256,Greater Minnesota,11229,15220448,0.156845186,0.063226391
Lake of the Woods County,27077,2004,0.114256241,0.037767541,Greater Minnesota,4411,6713060,0.11870101,0.004444769
Le Sueur County,27079,2004,0.08602805,0.060412604,Greater Minnesota,27454,16954505,0.153659927,0.067631877
Lincoln County,27081,2004,0.130022218,0.019305574,Greater Minnesota,6179,5924349,0.136225769,0.006203551
Lyon County,27083,2004,0.212821183,0.099063167,Greater Minnesota,25038,11758073,0.239063238,0.026242055
Mahnomen County,27087,2004,0.185170514,0.424674361,Greater Minnesota,5079,8101117,0.203248392,0.018077877
Marshall County,27089,2004,0.156930156,0.044566879,Greater Minnesota,9996,7305492,0.168664752,0.011734596
Martin County,27091,2004,0.121895809,0.039933532,Greater Minnesota,21077,11469615,0.204615761,0.082719952
McLeod County,27085,2004,0.17970337,0.059653196,Greater Minnesota,36198,22885041,0.194528338,0.014824968
Meeker County,27093,2004,0.170554,0.037845948,Greater Minnesota,23267,16648346,0.190432851,0.019878852
Mille Lacs County,27095,2004,0.083951423,0.080733893,Greater Minnesota,25018,19245320,0.231164875,0.147213452
Morrison County,27097,2004,0.074178213,0.024030827,Greater Minnesota,32822,23421257,0.157667541,0.083489328
Mower County,27099,2004,0.08554308,0.105463476,Greater Minnesota,38984,24688204,0.166205772,0.080662692
Murray County,27101,2004,0.102693147,0.033676879,Greater Minnesota,8992,7888579,0.125734178,0.023041032
Nicollet County,27103,2004,0.091257184,0.061544875,Greater Minnesota,31147,17166758,0.1353806,0.044123416
Nobles County,27105,2004,0.066774622,0.234905646,Greater Minnesota,20543,15079651,0.192378126,0.125603504
Norman County,27107,2004,0.085800216,0.0717352,Greater Minnesota,7128,7150285,0.109557311,0.023757095
Olmsted County,27109,2004,0.057590303,0.132315931,Greater Minnesota,134282,108334488,0.176652037,0.119061734
Otter Tail County,27111,2004,0.091819729,0.042578162,Greater Minnesota,58658,39486612,0.171118961,0.079299232
Pennington County,27113,2004,0.099647216,0.052122989,Greater Minnesota,13559,11686478,0.239768218,0.140121001
Pine County,27115,2004,0.144464974,0.079338516,Greater Minnesota,28071,21677739,0.228984351,0.084519377
Pipestone County,27117,2004,0.114059976,0.051493066,Greater Minnesota,9589,8658322,0.152977448,0.038917472
Polk County,27119,2004,0.071797184,0.084705495,Greater Minnesota,31092,32506289,0.117198613,0.04540143
Pope County,27121,2004,0.105656889,0.018441714,Greater Minnesota,11221,9295144,0.131519426,0.025862536
Ramsey County,27123,2004,0.07838056,0.280857202,Core counties,515411,433303766,0.19552993,0.11714937
Red Lake County,27125,2004,0.158276771,0.037305337,Greater Minnesota,4298,4357841,0.17875503,0.02047826
Redwood County,27127,2004,0.137161833,0.081720564,Greater Minnesota,16245,14099396,0.157163186,0.020001353
Renville County,27129,2004,0.08592122,0.072457448,Greater Minnesota,16838,17771093,0.094691812,0.008770592
Rice County,27131,2004,0.100487282,0.116980362,Greater Minnesota,60576,29467759,0.107358283,0.006871001
Rock County,27133,2004,0.165402181,0.038558684,Greater Minnesota,9590,8156543,0.170645456,0.005243275
Roseau County,27135,2004,0.089035257,0.050063042,Greater Minnesota,16303,12155780,0.128002646,0.038967388
Scott County,27139,2004,0.064440621,0.107270338,Twin Cities suburbs,112623,57480809,0.156591342,0.092150721
Sherburne County,27141,2004,0.091474686,0.052569302,Greater Minnesota,79030,45892434,0.206933217,0.115458531
Sibley County,27143,2004,0.113436725,0.076357812,Greater Minnesota,15320,12965898,0.128674697,0.015237973
St. Louis County,27137,2004,0,0.064432526,Greater Minnesota,0,0,0,0
Stearns County,27145,2004,0.086795634,0.066624837,Greater Minnesota,140841,76262096,0.23549754,0.148701906
Steele County,27147,2004,0.082495111,0.084462659,Greater Minnesota,35166,22841196,0.252228386,0.169733275
Stevens County,27149,2004,0.102252969,0.058121113,Greater Minnesota,9874,7524427,0.112774435,0.010521466
Swift County,27151,2004,0.111156877,0.082560235,Greater Minnesota,11599,10279382,0.119821406,0.008664529
Todd County,27153,2004,0.085830466,0.049828535,Greater Minnesota,24657,17800917,0.124677622,0.038847156
Traverse County,27155,2004,0.091635466,0.053592836,Greater Minnesota,3866,5830821,0.126616475,0.034981009
Wabasha County,27157,2004,0.113498104,0.035614341,Greater Minnesota,22232,14446303,0.225635721,0.112137617
Wadena County,27159,2004,0.091327948,0.033108549,Greater Minnesota,13600,12549532,0.096905845,0.005577897
Waseca County,27161,2004,0.126247507,0.079017832,Greater Minnesota,19450,13124877,0.127302526,0.001055019
Washington County,27163,2004,0.169915735,0.101890445,Twin Cities suburbs,217435,121697093,0.232852875,0.06293714
Watonwan County,27165,2004,0.087649244,0.194475509,Greater Minnesota,11570,11084933,0.14620359,0.058554346
Wilkin County,27167,2004,0.114393703,0.036150203,Greater Minnesota,6837,8196369,0.121694619,0.007300916
Winona County,27169,2004,0.096273554,0.05780373,Greater Minnesota,49827,26666669,0.17546841,0.079194856
Wright County,27171,2004,0.188398041,0.042034982,Greater Minnesota,106734,55057924,0.251539088,0.063141048
Yellow Medicine County,27173,2004,0.065600984,0.060513021,Greater Minnesota,10656,10198658,0.159203593,0.093602609
Aitkin County,27001,2003,0.081764522,0.042473483,Greater Minnesota,15889,18932808,0.192186811,0.110422289
Anoka County,27003,2003,0.107362576,0.094839168,Twin Cities suburbs,298672,187844049,0.210382949,0.103020373
Becker County,27005,2003,0.091305157,0.113618829,Greater Minnesota,30588,25980526,0.172041513,0.080736356
Beltrami County,27007,2003,0.064982653,0.242867886,Greater Minnesota,40238,38956012,0.127297912,0.06231526
Benton County,27009,2003,0.115910643,0.049418406,Greater Minnesota,34814,20774365,0.24868351,0.132772867
Big Stone County,27011,2003,0.11439702,0.018923246,Greater Minnesota,6408,5648259,0.120649744,0.006252723
Blue Earth County,27013,2003,0.070174017,0.067889996,Greater Minnesota,56529,34142452,0.159531571,0.089357554
Brown County,27015,2003,0.125986046,0.035878238,Greater Minnesota,27499,19134000,0.183579231,0.057593185
Carlton County,27017,2003,0.10365684,0.094391893,Greater Minnesota,32259,28442455,0.177704386,0.074047546
Carver County,27019,2003,0.184500421,0.067283861,Twin Cities suburbs,70793,60495683,0.202601316,0.018100895
Cass County,27021,2003,0.152493603,0.141216895,Greater Minnesota,27738,28361111,0.167689058,0.015195455
Chippewa County,27023,2003,0.078668834,0.054600348,Greater Minnesota,13676,10545612,0.12340564,0.044736806
Chisago County,27025,2003,0.165640502,0.040882754,Greater Minnesota,41689,31548709,0.184144112,0.01850361
Clay County,27027,2003,0.092996493,0.081573554,Greater Minnesota,51817,33252340,0.178019622,0.085023129
Clearwater County,27029,2003,0.088194869,0.116078893,Greater Minnesota,9011,10304443,0.162023702,0.073828833
Cook County,27031,2003,0.116160827,0.113273904,Greater Minnesota,5756,10799794,0.149900081,0.033739255
Cottonwood County,27033,2003,0.123063148,0.070071779,Greater Minnesota,12755,10436715,0.133131067,0.010067919
Crow Wing County,27035,2003,0.108392584,0.031398791,Greater Minnesota,55687,42204437,0.174813397,0.066420813
Dakota County,27037,2003,0.080607017,0.123275673,Twin Cities suburbs,356492,225294295,0.145844838,0.065237821
Dodge County,27039,2003,0.199893402,0.049405599,Greater Minnesota,18319,12187836,0.21125916,0.011365758
Douglas County,27041,2003,0.097522514,0.021526168,Greater Minnesota,33409,25622955,0.195724615,0.0982021
Faribault County,27043,2003,0.144730435,0.055015211,Greater Minnesota,16769,9198853,0.1733577,0.028627265
Fillmore County,27045,2003,0.092696843,0.01696843,Greater Minnesota,21710,12995092,0.1677658,0.075068957
Freeborn County,27047,2003,0.112354586,0.088314391,Greater Minnesota,33172,23039914,0.139967319,0.027612733
